Date|SR
2015-09-22|54
2015-09-23|49
2015-09-24|64
2015-09-25|99
2015-09-26|34
2015-09-27|66
2015-09-28|63
2015-09-29|44
2015-09-30|49
2015-09-30|-99.9
2015-10-01|59
2015-10-02|41
2015-10-03|42
2015-10-04|22
2015-10-05|30
2015-10-06|32
2015-10-07|42
2015-10-08|39
2015-10-09|24
2015-10-10|18
2015-10-11|23
2015-10-12|48
2015-10-13|24
2015-10-14|18
2015-10-15|27
2015-10-16|35
2015-10-17|17
2015-10-18|23
2015-10-19|9
2015-10-20|11
2015-10-21|9
2015-10-22|16
2015-10-23|7
2015-10-24|12
2015-10-25|14
2015-10-26|11
2015-10-27|10
2015-10-28|6
2015-10-29|10
2015-10-30|9
2015-10-31|9
2015-11-01|9
2015-11-02|7
2015-11-03|5
2015-11-04|7
2015-11-05|8
2015-11-06|6
2015-11-07|4
2015-11-08|3
2015-11-09|5
2015-11-10|4
2015-11-11|5
2015-11-12|2
2015-11-13|2
2015-11-14|2
2015-11-15|1
2015-11-16|1
2015-11-17|1
2015-11-18|1
2015-11-19|1
2015-11-20|0
2015-11-21|1
2015-11-22|0
2015-11-23|0
2015-11-24|0
2015-11-25|0
2015-11-26|0
2015-11-27|0
2015-11-28|0
2015-11-29|0
2015-11-30|0
2015-12-01|0
2015-12-02|0
2015-12-03|0
2015-12-04|0
2015-12-05|0
2015-12-06|0
2015-12-07|0
2015-12-08|0
2015-12-09|0
2015-12-10|0
2015-12-11|0
2015-12-12|0
2015-12-13|0
2015-12-14|0
2015-12-15|0
2015-12-16|0
2015-12-17|0
2015-12-18|0
2015-12-19|0
2015-12-20|0
2015-12-21|0
2015-12-22|0
2015-12-23|0
2015-12-24|0
2015-12-25|0
2015-12-26|0
2015-12-27|0
2015-12-28|0
2015-12-29|0
2015-12-30|0
2015-12-31|0
2016-01-01|0
2016-01-02|0
2016-01-03|0
2016-01-04|0
2016-01-05|0
2016-01-06|0
2016-01-07|0
2016-01-08|0
2016-01-09|0
2016-01-10|0
2016-01-11|0
2016-01-12|0
2016-01-13|0
2016-01-14|0
2016-01-15|0
2016-01-16|0
2016-01-17|0
2016-01-18|0
2016-01-19|0
2016-01-20|0
2016-01-21|0
2016-01-22|0
2016-01-23|0
2016-01-24|0
2016-01-25|0
2016-01-26|0
2016-01-27|0
2016-01-28|1
2016-01-29|1
2016-01-30|0
2016-01-31|1
2016-02-01|1
2016-02-02|1
2016-02-03|1
2016-02-04|1
2016-02-05|1
2016-02-06|2
2016-02-07|1
2016-02-08|3
2016-02-09|1
2016-02-10|2
2016-02-11|2
2016-02-12|2
2016-02-13|3
2016-02-14|10
2016-02-15|10
2016-02-16|11
2016-02-17|19
2016-02-18|25
2016-02-19|27
2016-02-20|15
2016-02-21|11
2016-02-22|27
2016-02-23|17
2016-02-24|34
2016-02-25|18
2016-02-26|21
2016-02-27|23
2016-02-28|40
2016-02-29|30
2016-03-01|30
2016-03-02|26
2016-03-03|26
2016-03-04|30
2016-03-05|42
2016-03-06|60
2016-03-07|44
2016-03-08|46
2016-03-09|42
2016-03-10|40
2016-03-11|42
2016-03-12|61
2016-03-13|51
2016-03-14|64
2016-03-15|71
2016-03-16|85
2016-03-17|75
2016-03-18|82
2016-03-19|86
2016-03-20|85
2016-03-21|81
2016-03-22|107
2016-03-23|73
2016-03-24|63
2016-03-25|65
2016-03-26|47
2016-03-27|79
2016-03-28|67
2016-03-29|66
2016-03-30|65
2016-03-31|79
2016-04-01|84
2016-04-02|96
2016-04-03|115
2016-04-04|130
2016-04-05|107
2016-04-06|143
2016-04-07|156
2016-04-08|146
2016-04-09|134
2016-04-10|112
2016-04-11|156
2016-04-12|92
2016-04-13|186
2016-04-14|159
2016-04-15|171
2016-04-16|145
2016-04-17|130
2016-04-18|190
2016-04-19|144
2016-04-20|156
2016-04-21|152
2016-04-22|219
2016-04-23|223
2016-04-24|187
2016-04-25|129
2016-04-26|115
2016-04-27|126
2016-04-28|136
2016-04-29|196
2016-04-30|149
2016-05-01|149
2016-05-02|154
2016-05-03|143
2016-05-04|162
2016-05-05|192
2016-05-06|185
2016-05-07|178
2016-05-08|174
2016-05-09|199
2016-05-10|252
2016-05-11|266
2016-05-12|192
2016-05-13|226
2016-05-14|150
2016-05-15|146
2016-05-16|126
2016-05-17|165
2016-05-18|171
2016-05-19|216
2016-05-20|252
2016-05-21|262
2016-05-22|211
2016-05-23|94
2016-05-24|122
2016-05-25|143
2016-05-26|87
2016-05-27|158
2016-05-28|244
2016-05-29|284
2016-05-30|248
2016-05-31|222
2016-06-01|161
2016-06-02|116
2016-06-03|157
2016-06-04|213
2016-06-05|196
2016-06-06|103
2016-06-07|251
2016-06-08|97
2016-06-09|152
2016-06-10|119
2016-06-11|250
2016-06-12|345
2016-06-13|292
2016-06-14|172
2016-06-15|204
2016-06-16|250
2016-06-17|317
2016-06-18|342
2016-06-19|142
2016-06-20|187
2016-06-21|220
2016-06-22|111
2016-06-23|304
2016-06-24|356
2016-06-25|347
2016-06-26|119
2016-06-27|259
2016-06-28|141
2016-06-29|289
2016-06-30|153
2016-07-01|243
2016-07-02|277
2016-07-03|336
2016-07-04|279
2016-07-05|162
2016-07-06|163
2016-07-07|209
2016-07-08|216
2016-07-09|285
2016-07-10|269
2016-07-11|268
2016-07-12|199
2016-07-13|282
2016-07-14|306
2016-07-15|304
2016-07-16|213
2016-07-17|216
2016-07-18|226
2016-07-19|112
2016-07-20|61
2016-07-21|261
2016-07-22|283
2016-07-23|145
2016-07-24|152
2016-07-25|244
2016-07-26|284
2016-07-27|197
2016-07-28|148
2016-07-29|98
2016-07-30|148
2016-07-31|144
2016-08-01|146
2016-08-02|76
2016-08-03|122
2016-08-04|144
2016-08-05|147
2016-08-06|237
2016-08-07|259
2016-08-08|216
2016-08-09|133
2016-08-10|49
2016-08-11|51
2016-08-12|104
2016-08-13|134
2016-08-14|102
2016-08-15|96
2016-08-16|95
2016-08-17|102
2016-08-18|88
2016-08-19|106
2016-08-20|49
2016-08-21|65
2016-08-22|43
2016-08-23|60
2016-08-24|57
2016-08-25|137
2016-08-26|128
2016-08-27|81
2016-08-28|178
2016-08-29|59
2016-08-30|49
2016-08-31|117
2016-09-01|52
2016-09-02|57
2016-09-03|71
2016-09-04|98
2016-09-05|34
2016-09-06|32
2016-09-07|63
2016-09-08|39
2016-09-09|63
2016-09-10|27
2016-09-11|31
2016-09-12|55
2016-09-13|41
2016-09-14|32
2016-09-15|70
2016-09-16|59
2016-09-17|77
2016-09-18|44
2016-09-19|61
2016-09-20|52
2016-09-21|50
2016-09-22|53
2016-09-23|33
2016-09-24|27
2016-09-25|47
2016-09-26|84
2016-09-27|44
2016-09-28|53
2016-09-29|20
2016-09-30|61
2016-09-30|-99.9
2016-10-01|18
2016-10-02|52
2016-10-03|74
2016-10-04|66
2016-10-05|26
2016-10-06|12
2016-10-07|18
2016-10-08|20
2016-10-09|16
2016-10-10|16
2016-10-11|26
2016-10-12|18
2016-10-13|39
2016-10-14|15
2016-10-15|17
2016-10-16|15
2016-10-17|15
2016-10-18|19
2016-10-19|17
2016-10-20|21
2016-10-21|11
2016-10-22|15
2016-10-23|13
2016-10-24|14
2016-10-25|21
2016-10-26|21
2016-10-27|15
2016-10-28|10
2016-10-29|5
2016-10-30|5
2016-10-31|6
2016-11-01|8
2016-11-02|5
2016-11-03|4
2016-11-04|5
2016-11-05|4
2016-11-06|3
2016-11-07|2
2016-11-08|7
2016-11-09|1
2016-11-10|1
2016-11-11|1
2016-11-12|1
2016-11-13|1
2016-11-14|1
2016-11-15|1
2016-11-16|1
2016-11-17|1
2016-11-18|0
2016-11-19|0
2016-11-20|0
2016-11-21|0
2016-11-22|0
2016-11-23|0
2016-11-24|0
2016-11-25|0
2016-11-26|0
2016-11-27|0
2016-11-28|0
2016-11-29|0
2016-11-30|0
2016-12-01|0
2016-12-02|0
2016-12-03|0
2016-12-04|0
2016-12-05|0
2016-12-06|0
2016-12-07|0
2016-12-08|0
2016-12-09|0
2016-12-10|0
2016-12-11|0
2016-12-12|0
2016-12-13|0
2016-12-14|0
2016-12-15|0
2016-12-16|0
2016-12-17|0
2016-12-18|0
2016-12-19|0
2016-12-20|0
2016-12-21|0
2016-12-22|0
2016-12-23|0
2016-12-24|0
2016-12-25|0
2016-12-26|0
2016-12-27|0
2016-12-28|0
2016-12-29|0
2016-12-30|0
2016-12-31|0
2017-01-01|0
2017-01-02|0
2017-01-03|0
2017-01-04|0
2017-01-05|0
2017-01-06|0
2017-01-07|0
2017-01-08|0
2017-01-09|0
2017-01-10|0
2017-01-11|0
2017-01-12|0
2017-01-13|0
2017-01-14|0
2017-01-15|0
2017-01-16|0
2017-01-17|0
2017-01-18|0
2017-01-19|1
2017-01-20|1
2017-01-21|1
2017-01-22|1
2017-01-23|1
2017-01-24|1
2017-01-25|1
2017-01-26|1
2017-01-27|1
2017-01-28|2
2017-01-29|2
2017-01-30|2
2017-01-31|2
2017-02-01|4
2017-02-02|5
2017-02-03|3
2017-02-04|6
2017-02-05|6
2017-02-06|4
2017-02-07|3
2017-02-08|3
2017-02-09|7
2017-02-10|9
2017-02-11|9
2017-02-12|13
2017-02-13|17
2017-02-14|22
2017-02-15|7
2017-02-16|13
2017-02-17|9
2017-02-18|15
2017-02-19|32
2017-02-20|20
2017-02-21|20
2017-02-22|27
2017-02-23|39
2017-02-24|19
2017-02-25|23
2017-02-26|22
2017-02-27|29
2017-02-28|42
2017-03-01|37
2017-03-02|46
2017-03-03|32
2017-03-04|46
2017-03-05|39
2017-03-06|54
2017-03-07|57
2017-03-08|48
2017-03-09|74
2017-03-10|37
2017-03-11|41
2017-03-12|45
2017-03-13|54
2017-03-14|80
2017-03-15|69
2017-03-16|86
2017-03-17|96
2017-03-18|99
2017-03-19|102
2017-03-20|105
2017-03-21|83
2017-03-22|98
2017-03-23|116
2017-03-24|105
2017-03-25|101
2017-03-26|126
2017-03-27|119
2017-03-28|121
2017-03-29|111
2017-03-30|118
2017-03-31|97
2017-04-01|96
2017-04-02|115
2017-04-03|101
2017-04-04|146
2017-04-05|147
2017-04-06|154
2017-04-07|162
2017-04-08|169
2017-04-09|138
2017-04-10|126
2017-04-11|154
2017-04-12|169
2017-04-13|137
2017-04-14|132
2017-04-15|190
2017-04-16|206
2017-04-17|209
2017-04-18|213
2017-04-19|220
2017-04-20|204
2017-04-21|216
2017-04-22|223
2017-04-23|234
2017-04-24|201
2017-04-25|205
2017-04-26|152
2017-04-27|183
2017-04-28|241
2017-04-29|247
2017-04-30|252
2017-05-01|238
2017-05-02|201
2017-05-03|186
2017-05-04|179
2017-05-05|182
2017-05-06|162
2017-05-07|185
2017-05-08|212
2017-05-09|194
2017-05-10|222
2017-05-11|232
2017-05-12|213
2017-05-13|217
2017-05-14|201
2017-05-15|218
2017-05-16|215
2017-05-17|212
2017-05-18|278
2017-05-19|207
2017-05-20|220
2017-05-21|206
2017-05-22|228
2017-05-23|216
2017-05-24|229
2017-05-25|298
2017-05-26|251
2017-05-27|338
2017-05-28|341
2017-05-29|338
2017-05-30|140
2017-05-31|163
2017-06-01|201
2017-06-02|314
2017-06-03|220
2017-06-04|247
2017-06-05|174
2017-06-06|221
2017-06-07|201
2017-06-08|204
2017-06-09|162
2017-06-10|265
2017-06-11|324
2017-06-12|348
2017-06-13|263
2017-06-14|292
2017-06-15|152
2017-06-16|266
2017-06-17|125
2017-06-18|229
2017-06-19|325
2017-06-20|267
2017-06-21|183
2017-06-22|231
2017-06-23|294
2017-06-24|218
2017-06-25|318
2017-06-26|232
2017-06-27|335
2017-06-28|191
2017-06-29|337
2017-06-30|250
2017-07-01|261
2017-07-02|276
2017-07-03|237
2017-07-04|222
2017-07-05|316
2017-07-06|127
2017-07-07|242
2017-07-08|193
2017-07-09|308
2017-07-10|193
2017-07-11|114
2017-07-12|197
2017-07-13|257
2017-07-14|306
2017-07-15|273
2017-07-16|218
2017-07-17|213
2017-07-18|212
2017-07-19|236
2017-07-20|210
2017-07-21|97
2017-07-22|182
2017-07-23|139
2017-07-24|54
2017-07-25|116
2017-07-26|180
2017-07-27|265
2017-07-28|231
2017-07-29|264
2017-07-30|269
2017-07-31|137
2017-08-01|204
2017-08-02|160
2017-08-03|176
2017-08-04|66
2017-08-05|185
2017-08-06|103
2017-08-07|91
2017-08-08|170
2017-08-09|92
2017-08-10|100
2017-08-11|152
2017-08-12|66
2017-08-13|74
2017-08-14|49
2017-08-15|30
2017-08-16|106
2017-08-17|206
2017-08-18|72
2017-08-19|134
2017-08-20|55
2017-08-21|61
2017-08-22|86
2017-08-23|154
2017-08-24|60
2017-08-25|100
2017-08-26|68
2017-08-27|78
2017-08-28|84
2017-08-29|39
2017-08-30|128
2017-08-31|56
2017-09-01|51
2017-09-02|90
2017-09-03|56
2017-09-04|149
2017-09-05|67
2017-09-06|84
2017-09-07|24
2017-09-08|46
2017-09-09|41
2017-09-10|62
2017-09-11|65
2017-09-12|39
2017-09-13|47
2017-09-14|78
2017-09-15|68
2017-09-16|65
2017-09-17|80
2017-09-18|38
2017-09-19|68
2017-09-20|35
2017-09-21|30
2017-09-22|48
2017-09-23|25
2017-09-24|25
2017-09-25|27
2017-09-26|19
2017-09-27|23
2017-09-28|85
2017-09-29|27
2017-09-30|30
2017-09-30|-99.9
2017-10-01|34
2017-10-02|18
2017-10-03|15
2017-10-04|24
2017-10-05|33
2017-10-06|18
2017-10-07|15
2017-10-08|34
2017-10-09|17
2017-10-10|19
2017-10-11|23
2017-10-12|17
2017-10-13|12
2017-10-14|16
2017-10-15|10
2017-10-16|13
2017-10-17|17
2017-10-18|14
2017-10-19|18
2017-10-20|33
2017-10-21|15
2017-10-22|14
2017-10-23|12
2017-10-24|11
2017-10-25|10
2017-10-26|6
2017-10-27|10
2017-10-28|5
2017-10-29|14
2017-10-30|7
2017-10-31|6
2017-11-01|5
2017-11-02|9
2017-11-03|5
2017-11-04|4
2017-11-05|5
2017-11-06|2
2017-11-07|4
2017-11-08|2
2017-11-09|3
2017-11-10|2
2017-11-11|2
2017-11-12|3
2017-11-13|2
2017-11-14|1
2017-11-15|2
2017-11-16|1
2017-11-17|1
2017-11-18|1
2017-11-19|1
2017-11-20|1
2017-11-21|1
2017-11-22|0
2017-11-23|1
2017-11-24|0
2017-11-25|0
2017-11-26|0
2017-11-27|0
2017-11-28|0
2017-11-29|0
2017-11-30|0
2017-12-01|0
2017-12-02|0
2017-12-03|0
2017-12-04|0
2017-12-05|0
2017-12-06|0
2017-12-07|0
2017-12-08|0
2017-12-09|0
2017-12-10|0
2017-12-11|0
2017-12-12|0
2017-12-13|0
2017-12-14|0
2017-12-15|0
2017-12-16|0
2017-12-17|0
2017-12-18|0
2017-12-19|0
2017-12-20|0
2017-12-21|0
2017-12-22|0
2017-12-23|0
2017-12-24|0
2017-12-25|0
2017-12-26|0
2017-12-27|0
2017-12-28|0
2017-12-29|0
2017-12-30|0
2017-12-31|0
2018-01-01|0
2018-01-02|0
2018-01-03|0
2018-01-04|0
2018-01-05|0
2018-01-06|0
2018-01-07|0
2018-01-08|0
2018-01-09|0
2018-01-10|0
2018-01-11|0
2018-01-12|0
2018-01-13|0
2018-01-14|0
2018-01-15|0
2018-01-16|0
2018-01-17|0
2018-01-18|0
2018-01-19|0
2018-01-20|0
2018-01-21|1
2018-01-22|1
2018-01-23|1
2018-01-24|1
2018-01-25|1
2018-01-26|1
2018-01-27|1
2018-01-28|4
2018-01-29|2
2018-01-30|3
2018-01-31|2
2018-02-01|3
2018-02-02|2
2018-02-03|3
2018-02-04|3
2018-02-05|2
2018-02-06|5
2018-02-07|9
2018-02-08|14
2018-02-09|5
2018-02-10|8
2018-02-11|11
2018-02-12|8
2018-02-13|10
2018-02-14|19
2018-02-15|10
2018-02-16|11
2018-02-17|11
2018-02-18|12
2018-02-19|15
2018-02-20|13
2018-02-21|27
2018-02-22|20
2018-02-23|15
2018-02-24|22
2018-02-25|22
2018-02-26|18
2018-02-27|25
2018-02-28|42
2018-03-01|56
2018-03-02|33
2018-03-03|35
2018-03-04|35
2018-03-05|33
2018-03-06|44
2018-03-07|41
2018-03-08|52
2018-03-09|59
2018-03-10|37
2018-03-11|35
2018-03-12|72
2018-03-13|71
2018-03-14|73
2018-03-15|47
2018-03-16|86
2018-03-17|65
2018-03-18|97
2018-03-19|92
2018-03-20|68
2018-03-21|69
2018-03-22|110
2018-03-23|92
2018-03-24|119
2018-03-25|123
2018-03-26|125
2018-03-27|132
2018-03-28|134
2018-03-29|142
2018-03-30|138
2018-03-31|93
2018-04-01|93
2018-04-02|139
2018-04-03|132
2018-04-04|107
2018-04-05|132
2018-04-06|156
2018-04-07|167
2018-04-08|134
2018-04-09|150
2018-04-10|184
2018-04-11|184
2018-04-12|167
2018-04-13|157
2018-04-14|162
2018-04-15|198
2018-04-16|209
2018-04-17|202
2018-04-18|213
2018-04-19|216
2018-04-20|156
2018-04-21|222
2018-04-22|220
2018-04-23|232
2018-04-24|237
2018-04-25|231
2018-04-26|196
2018-04-27|247
2018-04-28|225
2018-04-29|208
2018-04-30|249
2018-05-01|210
2018-05-02|206
2018-05-03|249
2018-05-04|209
2018-05-05|218
2018-05-06|184
2018-05-07|247
2018-05-08|229
2018-05-09|261
2018-05-10|288
2018-05-11|244
2018-05-12|202
2018-05-13|185
2018-05-14|234
2018-05-15|182
2018-05-16|209
2018-05-17|190
2018-05-18|174
2018-05-19|238
2018-05-20|285
2018-05-21|188
2018-05-22|201
2018-05-23|161
2018-05-24|204
2018-05-25|214
2018-05-26|194
2018-05-27|239
2018-05-28|236
2018-05-29|231
2018-05-30|278
2018-05-31|240
2018-06-01|206
2018-06-02|202
2018-06-03|249
2018-06-04|248
2018-06-05|247
2018-06-06|252
2018-06-07|230
2018-06-08|224
2018-06-09|189
2018-06-10|86
2018-06-11|113
2018-06-12|239
2018-06-13|163
2018-06-14|240
2018-06-15|147
2018-06-16|236
2018-06-17|237
2018-06-18|275
2018-06-19|233
2018-06-20|215
2018-06-21|252
2018-06-22|173
2018-06-23|270
2018-06-24|306
2018-06-25|272
2018-06-26|320
2018-06-27|194
2018-06-28|227
2018-06-29|135
2018-06-30|156
2018-07-01|178
2018-07-02|211
2018-07-03|202
2018-07-04|158
2018-07-05|83
2018-07-06|84
2018-07-07|126
2018-07-08|269
2018-07-09|93
2018-07-10|225
2018-07-11|228
2018-07-12|198
2018-07-13|249
2018-07-14|318
2018-07-15|263
2018-07-16|114
2018-07-17|104
2018-07-18|166
2018-07-19|94
2018-07-20|179
2018-07-21|276
2018-07-22|184
2018-07-23|217
2018-07-24|184
2018-07-25|245
2018-07-26|118
2018-07-27|94
2018-07-28|121
2018-07-29|73
2018-07-30|195
2018-07-31|191
2018-08-01|172
2018-08-02|89
2018-08-03|166
2018-08-04|93
2018-08-05|69
2018-08-06|134
2018-08-07|104
2018-08-08|72
2018-08-09|90
2018-08-10|78
2018-08-11|46
2018-08-12|122
2018-08-13|229
2018-08-14|53
2018-08-15|176
2018-08-16|25
2018-08-17|35
2018-08-18|99
2018-08-19|43
2018-08-20|166
2018-08-21|58
2018-08-22|97
2018-08-23|57
2018-08-24|51
2018-08-25|64
2018-08-26|76
2018-08-27|101
2018-08-28|58
2018-08-29|113
2018-08-30|54
2018-08-31|55
2018-09-01|23
2018-09-02|74
2018-09-03|140
2018-09-04|19
2018-09-05|52
2018-09-06|46
2018-09-07|52
2018-09-08|67
2018-09-09|105
2018-09-10|44
2018-09-11|41
2018-09-12|97
2018-09-13|31
2018-09-14|33
2018-09-15|65
2018-09-16|74
2018-09-17|50
2018-09-18|48
2018-09-19|104
2018-09-20|104
2018-09-21|100
2018-09-22|34
2018-09-23|23
2018-09-24|31
2018-09-25|59
2018-09-26|50
2018-09-27|88
2018-09-28|42
2018-09-29|32
2018-09-30|79
2018-09-30|-99.9
2018-10-01|73
2018-10-02|71
2018-10-03|67
2018-10-04|64
2018-10-05|62
2018-10-06|59
2018-10-07|60
2018-10-08|60
2018-10-09|21
2018-10-10|19
2018-10-11|22
2018-10-12|20
2018-10-13|27
2018-10-14|17
2018-10-15|15
2018-10-16|25
2018-10-17|10
2018-10-18|17
2018-10-19|18
2018-10-20|15
2018-10-21|15
2018-10-22|16
2018-10-23|11
2018-10-24|14
2018-10-25|18
2018-10-26|11
2018-10-27|10
2018-10-28|8
2018-10-29|4
2018-10-30|12
2018-10-31|9
2018-11-01|10
2018-11-02|13
2018-11-03|8
2018-11-04|8
2018-11-05|7
2018-11-06|9
2018-11-07|6
2018-11-08|5
2018-11-09|5
2018-11-10|6
2018-11-11|2
2018-11-12|3
2018-11-13|2
2018-11-14|4
2018-11-15|2
2018-11-16|2
2018-11-17|1
2018-11-18|1
2018-11-19|1
2018-11-20|1
2018-11-21|1
2018-11-22|1
2018-11-23|1
2018-11-24|1
2018-11-25|0
2018-11-26|0
2018-11-27|0
2018-11-28|1
2018-11-29|0
2018-11-30|0
2018-12-01|0
2018-12-02|0
2018-12-03|1
2018-12-04|1
2018-12-05|0
2018-12-06|0
2018-12-07|0
2018-12-08|0
2018-12-09|0
2018-12-10|0
2018-12-11|0
2018-12-12|0
2018-12-13|0
2018-12-14|0
2018-12-15|0
2018-12-16|0
2018-12-17|0
2018-12-18|0
2018-12-19|0
2018-12-20|0
2018-12-21|0
2018-12-22|0
2018-12-23|0
2018-12-24|0
2018-12-25|0
2018-12-26|0
2018-12-27|0
2018-12-28|0
2018-12-29|0
2018-12-30|0
2018-12-31|0
2019-01-01|0
2019-01-02|0
2019-01-03|0
2019-01-04|0
2019-01-05|0
2019-01-06|0
2019-01-07|0
2019-01-08|0
2019-01-09|0
2019-01-10|0
2019-01-11|0
2019-01-12|0
2019-01-13|0
2019-01-14|0
2019-01-15|0
2019-01-16|0
2019-01-17|1
2019-01-18|1
2019-01-19|1
2019-01-20|0
2019-01-21|0
2019-01-22|1
2019-01-23|0
2019-01-24|0
2019-01-25|0
2019-01-26|1
2019-01-27|1
2019-01-28|1
2019-01-29|2
2019-01-30|2
2019-01-31|2
2019-02-01|3
2019-02-02|4
2019-02-03|5
2019-02-04|4
2019-02-05|5
2019-02-06|4
2019-02-07|8
2019-02-08|4
2019-02-09|6
2019-02-10|9
2019-02-11|12
2019-02-12|11
2019-02-13|7
2019-02-14|18
2019-02-15|23
2019-02-16|22
2019-02-17|12
2019-02-18|22
2019-02-19|20
2019-02-20|17
2019-02-21|34
2019-02-22|16
2019-02-23|22
2019-02-24|25
2019-02-25|27
2019-02-26|33
2019-02-27|40
2019-02-28|43
2019-03-01|39
2019-03-02|51
2019-03-03|56
2019-03-04|42
2019-03-05|60
2019-03-06|37
2019-03-07|42
2019-03-08|39
2019-03-09|38
2019-03-10|66
2019-03-11|40
2019-03-12|52
2019-03-13|67
2019-03-14|83
2019-03-15|63
2019-03-16|54
2019-03-17|62
2019-03-18|91
2019-03-19|64
2019-03-20|68
2019-03-21|106
2019-03-22|89
2019-03-23|74
2019-03-24|115
2019-03-25|86
2019-03-26|100
2019-03-27|79
2019-03-28|123
2019-03-29|96
2019-03-30|115
2019-03-31|67
2019-04-01|82
2019-04-02|144
2019-04-03|144
2019-04-04|153
2019-04-05|152
2019-04-06|142
2019-04-07|153
2019-04-08|148
2019-04-09|164
2019-04-10|165
2019-04-11|165
2019-04-12|135
2019-04-13|125
2019-04-14|114
2019-04-15|158
2019-04-16|145
2019-04-17|145
2019-04-18|107
2019-04-19|187
2019-04-20|182
2019-04-21|156
2019-04-22|181
2019-04-23|150
2019-04-24|233
2019-04-25|232
2019-04-26|238
2019-04-27|163
2019-04-28|235
2019-04-29|248
2019-04-30|229
2019-05-01|215
2019-05-02|168
2019-05-03|267
2019-05-04|274
2019-05-05|261
2019-05-06|199
2019-05-07|137
2019-05-08|188
2019-05-09|147
2019-05-10|203
2019-05-11|218
2019-05-12|172
2019-05-13|249
2019-05-14|284
2019-05-15|227
2019-05-16|247
2019-05-17|234
2019-05-18|209
2019-05-19|178
2019-05-20|166
2019-05-21|175
2019-05-22|275
2019-05-23|288
2019-05-24|262
2019-05-25|154
2019-05-26|246
2019-05-27|132
2019-05-28|80
2019-05-29|192
2019-05-30|136
2019-05-31|184
2019-06-01|105
2019-06-02|115
2019-06-03|189
2019-06-04|159
2019-06-05|126
2019-06-06|151
2019-06-07|134
2019-06-08|339
2019-06-09|323
2019-06-10|245
2019-06-11|140
2019-06-12|209
2019-06-13|266
2019-06-14|144
2019-06-15|310
2019-06-16|344
2019-06-17|149
2019-06-18|136
2019-06-19|317
2019-06-20|319
2019-06-21|314
2019-06-22|201
2019-06-23|277
2019-06-24|297
2019-06-25|95
2019-06-26|224
2019-06-27|339
2019-06-28|287
2019-06-29|163
2019-06-30|84
2019-07-01|175
2019-07-02|172
2019-07-03|288
2019-07-04|110
2019-07-05|290
2019-07-06|130
2019-07-07|210
2019-07-08|295
2019-07-09|229
2019-07-10|290
2019-07-11|127
2019-07-12|307
2019-07-13|318
2019-07-14|289
2019-07-15|286
2019-07-16|40
2019-07-17|194
2019-07-18|152
2019-07-19|213
2019-07-20|122
2019-07-21|149
2019-07-22|74
2019-07-23|140
2019-07-24|266
2019-07-25|126
2019-07-26|179
2019-07-27|207
2019-07-28|56
2019-07-29|63
2019-07-30|189
2019-07-31|174
2019-08-01|111
2019-08-02|180
2019-08-03|164
2019-08-04|90
2019-08-05|160
2019-08-06|147
2019-08-07|120
2019-08-08|129
2019-08-09|57
2019-08-10|201
2019-08-11|56
2019-08-12|25
2019-08-13|110
2019-08-14|54
2019-08-15|66
2019-08-16|112
2019-08-17|112
2019-08-18|75
2019-08-19|75
2019-08-20|45
2019-08-21|33
2019-08-22|94
2019-08-23|61
2019-08-24|116
2019-08-25|61
2019-08-26|49
2019-08-27|36
2019-08-28|49
2019-08-29|76
2019-08-30|96
2019-08-31|58
2019-09-01|78
2019-09-02|101
2019-09-03|150
2019-09-04|123
2019-09-05|69
2019-09-06|136
2019-09-07|137
2019-09-08|89
2019-09-09|102
2019-09-10|121
2019-09-11|54
2019-09-12|59
2019-09-13|47
2019-09-14|40
2019-09-15|39
2019-09-16|38
2019-09-17|34
2019-09-18|31
2019-09-19|50
2019-09-20|65
2019-09-21|35
2019-09-22|18
2019-09-23|36
2019-09-24|59
2019-09-25|69
2019-09-26|49
2019-09-27|49
2019-09-28|84
2019-09-29|47
2019-09-30|45
2019-09-30|-99.9
2019-10-01|32
2019-10-02|25
2019-10-03|31
2019-10-04|39
2019-10-05|32
2019-10-06|63
2019-10-07|25
2019-10-08|35
2019-10-09|27
2019-10-10|29
2019-10-11|49
2019-10-12|25
2019-10-13|17
2019-10-14|44
2019-10-15|37.45
2019-10-16|35.52
2019-10-17|32.74
2019-10-18|29.11
2019-10-19|33.73
2019-10-20|42.47
2019-10-21|36.42
2019-10-22|14.67
2019-10-23|20.19
2019-10-24|27.86
2019-10-25|19.92
2019-10-26|14.89
2019-10-27|25.94
2019-10-28|11.75
2019-10-29|7.15
2019-10-30|12.56
2019-10-31|10.24
2019-11-01|7.74
2019-11-02|5.88
2019-11-03|7.2
2019-11-04|7.59
2019-11-05|9.5
2019-11-06|7.15
2019-11-07|2.22
2019-11-08|3.82
2019-11-09|5.32
2019-11-10|5.65
2019-11-11|2.75
2019-11-12|2.69
2019-11-13|2.03
2019-11-14|1.62
2019-11-15|1.48
2019-11-16|1.6
2019-11-17|1.48
2019-11-18|1.2
2019-11-19|2.06
2019-11-20|0.88
2019-11-21|0.59
2019-11-22|0.62
2019-11-23|0.45
2019-11-24|0.34
2019-11-25|0.4
2019-11-26|0.35
2019-11-27|0.32
2019-11-28|0.38
2019-11-29|0.38
2019-11-30|0.28
2019-12-01|0.26
2019-12-02|0.46
2019-12-03|0.29
2019-12-04|0.16
2019-12-05|0.13
