Water Year|Day|Oct|Nov|Dec|Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep
2015|24|19.4|-9|-1.1|-25.6|14.2|-14.6|16.5|34.5|61.2|39.2|37.9|26.4
2015|25|12.4|3.4|-0.8|-24.9|12.7|-7.2|25.5|35.4|49.6|40.1|48.2|30.6
2015|26|24.1|-1.3|-4.2|-21.6|24.3|-0.2|11.3|36.9|48.6|40.3|49.1|29.1
2015|27|17.4|-7.6|-25.4|-14.6|17.8|-0.8|13.1|35.1|45.9|41.2|39.6|28.4
2015|28|20.1|-4.2|0.9|-18.6|13.3|1.2|20.8|34|49.5|39.6|39.7|28.9
2015|29|12|-0.8|13.6|-28.8||1|19.9|35.4|60.6|38.5|39.6|20.5
2015|30|18.7|-8.7|1.9|5.2||0.7|17.4|36.5|59.7|39.6|35.6|26.4
2015|31|13.6||0.3|4.8||1.9||31.6||51.3|36|
2016|1|27.1|3.2|-10.1|3.4|-2|4.8|-21.1|28.2|30.9|44.8|53.2|39.6
2016|2|27.1|18|-16.1|9|-6.2|8.2|-9.2|28.6|31.8|50|40.3|37.9
2016|3|32.7|18.1|-24.5|3.7|-6.5|8.8|-4|28.9|33.6|47.1|37|39.6
2016|4|29.7|18.7|-19.7|6.4|-7.1|6.6|3.7|22.3|41.2|43.3|36.9|39.4
2016|5|28.2|16|-26.3|12.9|-18.2|-0.2|9.7|18.9|35.1|45.9|40.6|36.3
2016|6|28|23.4|-24.9|15.6|-15.9|-0.8|11.1|20.1|37.6|45.1|50.4|34.2
2016|7|26.4|20.7|-35.1|6.6|-11.2|1.6|11.1|22.5|38.3|47.5|52|35.6
2016|8|27.1|10.8|-28.8|-4.2|-8|2.3|11.3|24.6|36.1|45.9|45.1|39.9
2016|9|26.8|15.1|-34.4|4.5|-2.6|-1.5||26.8|34|47.1|41.4|41.9
2016|10|26.8|3.4|-25.1|-5.3|0.1|-3.6|18.7|33.6|34.2|54.1|39.9|37
2016|11|22.3|14.4|-20.7|-9.2|-2.4|-1.3|19.4|37.9|51.4|50.5|40.3|34
2016|12|21|2.8|-9.6|-6.2|4.6|-2|19|39.9|54.7|56.8|41|34.2
2016|13|19.8|-11.6|-7.1|-2.7|3.6|-13|16.9|38.1|44.8|67.6|42.1|33.4
2016|14|25.9|-15.3|0.9|-5.3|5.4|-18|14.9|33.6|39.6|66|44.1|31.8
2016|15|17.1|-8|3.9|0.5|2.5|-20.2|8.4|31.3|43.2|57.6|45.3|29.5
2016|16|23|1|-1.5|0.9|-4.7|-20.7|9.7|29.5|35.1|54.1|40.8|31.8
2016|17|29.7|-14.4|1.2|-3.8|-3.1|-18.9|10|30.2|41.2|51.4|47.5|36.5
2016|18|27.7|-27|4.3|-22.2|-5.3|-22.2|11.7|31.5|48.4|41.9|57|33.4
2016|19|25.5|-21.5|-5.8|-20.9|-6.5|-9.9|17.8|32.7|46.6|38.1|43.5|36.1
2016|20|24.6|-0.6|1|-18.6|-8.7|-8.9|18.9|30.9|43.7|39|40.8|43.2
2016|21|26.6|-0.2|-13.2|-15.3|-14.8|-0.2|22.5|34.3|35.4|42.3|40.6|42.6
2016|22|27|-8|-28.5|-19.1|2.5|-4.2|22.6|35.4|38.8|36.7|38.7|37.2
2016|23|23.7|-15.3|-28.5|-17.1|-0.6|-4.5|13.3|37.2|47.5|37.2|39|36.7
2016|24|12.4|5.5|-25.4|-6.9|1.9|-0.2|18.7|34.9|54.7|41.5|50.7|34.2
2016|25|11.7|12|-30.5|-3.5|10|1.6|25|34.5|41.7|41.2|50.9|31.3
2016|26|21|15.4|-14.6|-2.6|12.2|7|28.2|34|45.7|48.7|48.9|30.7
2016|27|21|6.4|-9.6|1.9|10|-3.6|27|33.6|43.2|58.1|54|29.7
2016|28|19|8.2|-13.2|1|10.6|-16.2|26.8|33.8|58.3|47.8|45.5|34.3
2016|29|20.1|6.6|-9.2|4.8|5.2|-27.8|28|32.7|41.4|44.8|38.1|38.1
2016|30|6.4|-5.3|-1.8|0||-29.4|27.9|34.5|39.9|44.1|45|39.9
2016|31|-15.5||-1.5|1.8||-21.1||32.2||44.1|42.3|
2017|1|36|13.8|-22.2|32.4|10|-17.7|-13.5|15.6|36.7|41.4|58.6|38.1
2017|2|33.4|25.5|-10.8|29.1|20.1|-10.7|-0.4|19.2|30.7|46.6|57.4|39.6
2017|3|31.5|21.9|-10.1|22.3|12.6|-6|0.3|19.2|29.8|47.5|45.1|45
2017|4|31.3|17.2|-26|15.3|0.3|-14.3|3.6|21.4|28.9|50.2|46.9|41.2
2017|5|34.9|10|-10.8|3.9|-0.9|-25.1|13.8|24.6|28.9|52.5|54.1|38.5
2017|6|33.3|13.1|-14.3|-5.3|3.6|-17.9|11.8|24.8|30.9|63.7|47.8|39.2
2017|7|33.3|10|-26|22.5|-1.8|-16.8|9.9|26.1|32|57.6|53.1|39.4
2017|8|34.2|17.4|-25.4|21.7|-11.9|-19.3|7.9|28.2|32.9|55.8|52.2|36.3
2017|9|32.4|11.3|-20.7|12|-21.6|12.7|12.9|25.3|30|46.2|53.2|34.2
2017|10|30.7|12.9|-10.3|14.4|-20.7|21.6|15.1|26.2|32.5|45.5|48|35.2
2017|11|33.3|21.9|-14.1|16.2|-15.3|20.1|15.6|24.3|33.6|45|48.4|36.9
2017|12|33.6|19|3.4|-16.1|-26.1|0.1|12|22.8|32.5|45.7|41.2|39.6
2017|13|31.3|21.2|5.2|-25.6|-30.5|-15.2|15.8|28.6|32.2|52|39.2|50.9
2017|14|29.1|24.3|-5.8|-16.8|-15.3|-11.7|12.7|29.1|31.6|62.1|38.7|47.8
2017|15|28.4|7.3|0.7|-21.3|-8.7|-20.6|9.7|30.9|33.1|51.1|40.6|45.3
2017|16|26.2|6.6|12.4|-32.3|-8.1|-27.4|11.3|28.8|35.1|46.9|43.2|37.6
2017|17|27.1|16.5|12|-17.3|-23.4|-24.3|13.5|27|34|48.6|43.5|36.1
2017|18|21.7|17.2|7.9|-30.8|-15.5|-24.7|10|30.6|38.7|53.4|43.3|36
2017|19|10.8|11.1|4.3|-44.7|-24.2|-26.1|7|32.2|39.4|56.3|41.5|36.7
2017|20|17.6|7.3|-6.9|-41.1|-21.1|-12.8|0.1|30.9|43.5|43|42.3|35.4
2017|21|23.9|7.2|-8.1|-26.9|-17.7|1.6|3.6|28.4|54.7|42.3|43.5|35.6
2017|22|27.5|12.4|0.1|-31.2|-35.1|-8.3|3.4|30.6|51.1|47.5|43.2|35.8
2017|23|23.4|6.4|4.8|-31.7|-21.3|-0.4|1.6|33.3|54.5|48.6|43.3|36.5
2017|24|12.6|3.7|-13|-34.8|-3.6|3.7|7|34.3|57.7|51.1|41.5|36
2017|25|16.7|3.7|-18|-20.7|-13.9|-2.9|9.5|34.2|52.3|43.9|40.5|34.2
2017|26|18.9|0.7|-13.2|-11.4|-9.6|-8|7.5|36.3|47.5|43.3|40.5|33.6
2017|27|18.3|0.1|-18.9|-0.2|-20.6|-8.1|4.5|37.2|39.7|46.6|40.5|32.4
2017|28|16.5|-4.4|-18.6|-3.1|-23.4|-12.1|7.7|36.1|43.9|55.2|38.5|30.7
2017|29|27|-10.8|-17.3|-0.2||-10.8|9.5|34|40.8|62.4|37|31.5
2017|30|29.8|-21.6|14.2|2.8||-7.4|11.3|35.4|41.4|45.1|37.2|32.9
2017|31|19.6||13.5|22.5||-5.6||34.3||58.3|36.1|
2018|1|36|23.5|1.6|5.7|0.7|-10.7|6.3|24.1|32.2|37.6|41.2|33.1
2018|2|34.5|30.9|7|1.9|3|-4|-6.3|12.9|30.6|46.8|33.6|36.5
2018|3|33.6|33.1|10.2|1.8|-1.5|12.4|-2.9|8.8|31.6|55|36.7|41.7
2018|4|32.7|27.3|7.2|8.4|1.9|17.8|3.4|10.8|31.8|45.3|39.6|42.8
2018|5|35.1|24.4|10.2|1|-22.5|15.3|-0.9|13.3|31.6|41|41.5|47.8
2018|6|34.3|15.6|9.3|-10.8|-25.8|16|7|14.7|30.9|49.8|41.5|33.6
2018|7|32.2|24.6|8.8|-18.6|-11.9|9|4.6|16.7|31.8|50|42.1|32
2018|8|31.6|21|8.6|-9.8|1.8|3.7|0.9|18.1|30.9|37|39|39.7
2018|9|31.6|22.8|7.9|-16.2|1.6|4.6|13.5|19|33.1|38.7|39.7|43.2
2018|10|28.6|21.7|6.6|-21.8|3.7|-0.2|13.1|25.2|34.3|40.8|39.7|37.9
2018|11|29.8|18.7|8.4|-8.1|11.1|-2|4.3|27.9|32.7|40.3|40.3|34
2018|12|28.8|28.4|10|-12.6|18.9|-1.1|5.2|33.4|36.1|51.4|42.3|40.3
2018|13|32|22.1|12|-0.2|-12.8|2.7|-3.6|34.7|36.3|58.8|34|39.9
2018|14|27.7|12.7|10.9|12.6|-3.8|3.4|-3.3|29.7|33.8|62.2|38.3|35.2
2018|15|25|11.5|5.7|1|18.9|0.3|1|28.8|35.6|56.5|43|35.4
2018|16|20.8|14.9|3.6|1|19|-4.4|8.1|26.1|36|43.9|44.8|33.4
2018|17|20.5|11.7|-5.1|17.8|0.3|-20|9.5|21.9|34|46.2|37|31.1
2018|18|20.7|8.4|-5.3|11.3|6.8|-16.2|4.5|19.2|37|52.2|44.1|32.4
2018|19|8.4|3.9|7.3|-9.2|15.4|-3.6|2.5|20.8|32.7|44.4|50.4|33.1
2018|20|8.2|-2.6|21.4|-24.2|25.3|-1.7|-5.6|25.5|36.5|47.8|43.9|36.9
2018|21|9.7|3.4|29.3|-33.5|21.9|-11.6|-9.9|27.3|36.1|54.3|35.2|30.9
2018|22|5.4|8.8|19.6|-27.6|17.8|-6.5|-4.7|29.1|36|62.8|34.2|31.1
2018|23|7.9|12.9|10.4|-19.3|5.5|-3.8|3.4|30|39.7|53.4|34.3|32.2
2018|24|1.9|16.2|0|-26|2.8|-2.2|10.2|29.3|43.7|59.2|34.5|31.5
2018|25|3.4|-4.2|-2.4|-19.5|3.4|-2.7|25.2|25.5|42.3|49.6|34|30.9
2018|26|26.6|-10.8|16.7|-11.2|0|-1.8|23.7|25.2|36|46.9|34.5|27.7
2018|27|28.6|-10.8|14.7|-24|-7.2|1.2|18.7|25.2|37.9|41.2|34.3|33.1
2018|28|22.6|7.3|8.8|0|-25.6|-7.1|17.8|26.2|36|48|36.1|30.9
2018|29|14.4|8.8|-1.1|-0.2||1|15.3|26.4|36.9|56.1|40.5|30
2018|30|24.4|5.9|-11.2|-4.5||16.5|24.4|30.2|35.8|64.6|33.8|32
2018|31|25||-2.9|-1.5||22.3||32.2||51.3|38.7|
2019|1|34.2|25.5|10.2|3.4|-14.4|4.3|12.4|27|32.2|53.2|50.9|41.2
2019|2|34|22.6|16.3|9.9|-16.6|1.4|0.1|21.9|32.5|54.1|49.8|43.9
2019|3|32.7|23.4|16.5|2.8|3.7|17.2|-2.6|25.2|33.3|52.2|48.7|51.6
2019|4|31.5|14.4|15.4|-20.6|9.9|5.4|0|28.6|33.4|59.7|44.8|50.2
2019|5|30.9|6.4|10.4|-28.7|4.3|10.8|2.7|25.3|33.4|52.9|44.1|49.6
2019|6|29.5|16.2|3.6|-18.9|-5.6|17.4|0.3|21|34.2|52.5|40.3|52
2019|7|29.8|22.8|-14.3|-16.2|5.2|15.3|-1.3|20.1|37.9|56.7|40.5|49.1
2019|8|31.1|24.3|-7.6|-36|29.5|14.7|-1.5|20.7|39|44.4|41.2|53.4
2019|9|32|13.5|-9.8|-39.8|13.6|11.8|-5.6|22.8|34.9|48.6|41.5|50.7
2019|10|28.8|16.9|-18.8|-28.8|15.4|5.7|3.4|25|34|41.2|41.5|46.2
2019|11|28.4|15.1|-11.7|-25.8|15.3|-12.1|10|25.2|41.7|45.3|43.2|42.3
2019|12|26.6|9.7|-21.5|-40.2|17.1|-16.1|7.5|31.5|36.3|47.5|47.1|39.9
2019|13|29.3|-0.8|-25.1|-17.1|-21.5|-17|8.2|33.8|36.3|53.8|52.5|38.1
2019|14|27.3|-16.2|-16.4|-11.4|-31.7|-5.6|13.3|31.1|36.1|58.8|48.7|36.7
2019|15|26.8|-13|-30.8|-3.6|-27.8|-1.3|15.3|32.2|41.2|48|41.7|36
2019|16|28.8|3.9|-16.6|-8.1|-10.7|5.9|11.7|33.1|45.3|57.7|40.5|36
2019|17|27.3|13.8|-7.2|-2.6|2.8|9.3|14.5|33.3|34.2|46.2|42.3|35.2
2019|18|26.4|15.3|-4.5|-7.8|8.1|13.3|7.5|32.4|39.7|50.4|41.5|36.1
2019|19|27.1|16.9|-5.8|-4.7|1.6|2.1|1.2|31.5|42.1|46.6|41.5|36.7
2019|20|26.4|16.3|-2.7|-19.1|-9.2|-6.3|5.7|32.9|46.6|47.5|40.6|36.3
2019|21|25.7|13.1|-1.5|-26.9|-7.1|-6|3.9|35.1|55.9|49.6|41.5|38.1
2019|22|18.3|5.7|-2.2|-9.9|-18.9|-0.9|15.6|38.3|48.7|54.5|42.4|35.4
2019|23|16.3|-12.8|-20.4|-5.8|15.1|13.3|11.8|36|44.2|48.7|40.5|34.3
2019|24|28|-21.8|-27.2|0|19.6|15.8|15.1|36|38.5|45.1|44.4|34.2
2019|25|26.1|-11.6|-8.1|0|12.7|22.5|12.9|34.2|37.8|50|43.7|34.3
2019|26|25|7.9|-19.1|0|9.7|21.4|17.8|31.6|43.9|46.2|46.6|33.4
2019|27|20.5|8.4|-8.9|5|4.6|24.3|11.3|33.4|44.4|49.5|41.2|35.4
2019|28|16.2|4.6|-5.6|16|4.6|23.7|16.9|34.9|39|47.8|39.6|38.1
2019|29|9|0.1|-2.4|-5.1||26.4|23.5|33.1|40.3|48.9|40.3|36
2019|30|0.7|1.8|-10.3|-10.1||30.7|31.3|32.4|41.9|55.4|39.6|39.4
2019|31|-1.7||1.9|-18.9||28.9||33.4||56.8|38.1|
2020|1|38.1|26|13|-11|-36|-28|6|7|32|47|44|36
2020|2|33.8|24|8|-16|-45|-43|11|16|31|42|41|38
2020|3|34|21|-8|-21|-44|-36|6|9|37|41|41|39
2020|4|36.3|15|-4|-33|-36|-37|5|16|36|44|44|39
2020|5|33.3|11|-4|-45|-42|-29|21|14|33|39|43|39
2020|6|31.1|24|-8|-46|-41|-28|6|10|34|40|47|40
2020|7|30.7|23|3|-40|-46|-22|0|19|33|41|44|36
2020|8|26.8|16|7|-29|-49|-21|-7|25|35|42|45|35
2020|9|33.6|7|16|-38|-30|-29|-1|32|34|36|46|35
2020|10|30.9|17|18|-34|-35|-35|-5|34|37|40|46|40
2020|11|31.3|22|8|-25|-36|-41|7|29|44|38|50|36
2020|12|30.4|9|-7|-27|-35|-5|19|26|44|40|49|36
2020|13|20.8|7|-11|5|-43|27|20|21|50|42|49|40
2020|14|20|8|-8|7|-45|19|23|24|41|40|51|40
2020|15|27|8|-4|-10|-40|0|26|24|36|43|51|36
2020|16|32|7|3|-7|-41|17|26|26|36|41|48|43
2020|17|30|4|12|-6|-39|10|21|26|37|40|42|41
2020|18|30|1|5|-11|-11|24|5|25|41|38|44|38
2020|19|28|4|-8|-21|-9|26|5|28|41|38|44|35
2020|20|16|4|-9|-19|-8|26|9|26|37|39|44|32
2020|21|25|7|-17|-5|-16|18|7|26|48|39|44|32
2020|22|20|13|-7|-13|-14|-5|15|30|39|43|42|35
2020|23|15|16|-19|-13|-17|9|11|34|36|52|48|31
2020|24|17|9|-39|-20|-26|19|0|33|39|42|50|30
2020|25|8|5|-44|-28|-7|-1|5|33|43|40|42|32
2020|26|10|6|-35|-30|-34|-18|15|35|43|49|39|32
2020|27|25|23|-29|-41|-42|-27|14|35|48|49|40|32
2020|28|36|22|-34|-44|-23|-23|7|37|47|47|40|33
2020|29|34|6|-26|-40|-12|-18|-2|36|41|50|35|31
2020|30|30|8|-15|-29||-4|2|33|43|55|37|32
2020|31|28||-11|-34||5||32||45|37|
2021|1|35|21|6|-22|-36|-38|-8|21|31|36|58|40
2021|2|34|20|5|-22|-33|-31|-18|18|31|36|52|37
2021|3|31|12|9|-20|-36|-32|-16|20|33|38|46|39
2021|4|33|16|17|-18|-46|-31|-9|21|34|52|48|39
2021|5|33|17|7|-30|-43|-17|-12|17|34|52|41|38
2021|6|31|28|4|-24|-20|-15|-11|18|32|47|38|39
2021|7|31|30|-3|-25|-34|-14|-15|24|33|56|40|47
2021|8|33|21|-1|-14|-40|-5|-24|20|33|55|39|49
2021|9|31|5|-7|-16|-35|11|-26|22|37|49|38|38
2021|10|27|9|-1|-4|-49|0|-21|22|45|53|39|37
2021|11|26|12|-2|3|-29|-14|-18|21|47|44|38|38
2021|12|25|1|-2|3|-16|-26|-4|17|40|58|39|34
2021|13|23|0|-4|-7|-10|-19|5|23|35|44|43|38
2021|14|22|12|-7|-10|-23|-9|7|25|42|36|48|38
2021|15|23|15|-10|-9|-36|-1|4|28|54|41|45|39
2021|16|15|23|-10|-13|-36|-3|11|28|46|54|42|37
2021|17|14|25|-11|-9|-39|-10|26|29|40|52|38|36
2021|18|22|13|-9|-2|-34|-20|25|32|41|59|39|33
2021|19|22|5|-17|1|-19|-19|21|31|44|62|42|31
2021|20|21|10|-23|-12|-22|-19|16|32|38|64|44|31
2021|21|28|4|-30|-5|-15|-10|18|33|42|48|46|32
2021|22|35|-4|-17|6|-18|-15|19|36|49|45|40|30
2021|23|31|7|-4|4|-31|-7|18|37|44|43|37|28
2021|24|27|16|0|-4|-29|-4|16|33|38|45|36|29
2021|25|24|12|-2|-9|-33|0|18|29|36|47|40|30
2021|26|21|8|0|-12|-41|-17|18|30|52|50|43|25
2021|27|18|5|-10|-12|-40|-29|20|28|61|54|38|27
2021|28|20|5|-7|-20|-35|-26|20|28|50|53|38|28
2021|29|17|4|-9|-24||-10|18|33|44|59|37|28
2021|30|16|8|-5|-27||-7|22|35|41|57|38|26
2021|31|12||-18|-33||-7||31||60|38|
2022|1|30|24|-29|-37|-25|8|-10|18|37|50|37|41
2022|2|31|21|-36|-38|-32|10|-13|20|33|46|38|39
2022|3|28|25|-29|-43|-38|7|-11|21|31|42|55|38
2022|4|25|22|-7|-21|-34|1|-16|22|30|46|59|37
2022|5|13|23|7|11|-23|19|-19|21|27|51|56|36
2022|6|20|15|22|-17|-38|7|-8|24|27|51|44|37
2022|7|15|24||-25|-50|-9|1|27|28|48|44|35
2022|8|16|21|-6|-33|-47|-2|-3|28|28|45|38|36
2022|9|23|18|-16|-42|-43|-5|-4|31|33|45|41|39
2022|10|25|9|-9|-38|-28|-22|-2|27|33|45|48|38
2022|11|28|15|-13|-26|-32|-15|16|28|33|45|53|38
2022|12|29|14|-17|-25|-43|-26|8|31|35|39|56|36
2022|13|29|14|-37|-33|-41|-20|-7|21|34|35|40|37
2022|14|26|8|-43|-35|-40|-13|-2|22|37|36|37|36
2022|15|20|0|-37|-31|-42|-19|1|20|39|35|38|36
2022|16|18|-10|-14|-33|-27|-12|4|21|42|35|41|35
2022|17|18|-15|-9|-24|-26|-26|5|19|44|41|38|40
2022|18|19|-7|-3|-29|-22|-22|5|23|43|46|40|43
2022|19|24|7|-2|-31|-35|-22|3|29|43|44|40|44
2022|20|23|0|17|-36|-31|-21|2|34|38|54|37|40
2022|21|20|-16|-5|-24|-5|-25|7|31|48|44|35|38
2022|22|20|-16|-7|-10|13|-19|8|26|55|40|38|35
2022|23|28|-26|-9|2|-1|-10|9|28|54|40|45|34
2022|24|29|-20|-20||-16|0|13|28|50|46|57|35
2022|25|28|-9|-20||-6|4|14|32|58|41|52|33
2022|26|22|-18|-1||-1|3|14|36|61|46|55|31
2022|27|22|-23|-17||-5|2|10|33|62|39|44|31
2022|28|18|-31|-36||14|1|11|35|57|37|41|31
2022|29|16|-38|-31|||-10|16|32|59|39|41|32
2022|30|4|-31|-36|||-13|20|34|55|39|43|32
2022|31|24||-41|-11||-14||35||39|43|
2023|1|29|-3|12|1|-10|-17|-3|18|33|50|58|41
2023|2|28|4|33|2|-25|-22|2|24|31|45|56|39
2023|3|26|7|17|7|-33|-36|1|23|40|48|47|41
2023|4|27|11|14|13|-30|-32|-9|23|39|54|49|42
2023|5|34|6|20|9|-32|-11|-17|22|44|59|64|42
2023|6|37|4|15|1|-28|6|-20|22|39|57|66|41
2023|7|34|21|11|2|-25|14|-13|23|34|54|60|38
2023|8|33|25|12|4|-27|18|-20|23|32|42|50|39
2023|9|30|26|9|-3|-18|-10|0|23|31|50|49|40
2023|10|29|20|1|-12|-21|-11|-7|25|32|49|44|40
2023|11|27|4|-5|-5|-20|7|-17|25|38|59|42|40
2023|12|28|7|9|3|-26|-14|-17|25|53|48|44|42
2023|13|26|12|4|4|-33|-21|-10|27|50|50|41|45
2023|14|25|5|-6|-7|-18|-26|-15|38|48|42|42|39
2023|15|21|8|-9|-7|-31|-33|-10|33|42|43|47|40
2023|16|27|25|-14|-8|-27|-32|-13|24|36|45|50|39
2023|17|27|28|-21|-1|-25|-29|-4|27|35|49|54|38
2023|18|28|32|-11|0|-16|-19|-10|31|37|49|46|40
2023|19|28|23|-3|-1|-9|-4|-4|33|50|49|47|39
2023|20|28|23|-14|-4|-20|8|9|34|51|56|47|35
2023|21|28|19|-19|-3|-30|7|10|34|44|63|48|36
2023|22|26|9|2|-9|-13|3|-6|39|40|65|46|34
2023|23|23|7|-3|-12|17|6|-7|36|39|62|40|33
2023|24|21|6|-9|-8|15|7|-2|27|48|52|42|34
2023|25|20|10|-33|-22|-4|-3|-3|28|49|50|42|32
2023|26|13|4|-13|-16|-12|22|-2|29|41|51|42|30
2023|27|16|-13|-10|-21|-18|22|4|32|46|52|46|31
2023|28|19|-25|-11|-6|-23|3|5|34|42|61|40|34
2023|29|18|-5|-1|3||0|9|37|41|61|39|37
2023|30|11|21|4|-11||2|15|38|49|61|41|34
2023|31|-5||1|-7||-1||35||50|43|
2024|1|32|25|2|-16|-13|-24|-2|6|31|43|42|37
2024|2|32|24|13|-12|-20|-10|-7|10|30|54|43|43
2024|3|26|21|18|-2|-14|-13|-5|14|31|54|52|46
2024|4|26|19|16|4|-10|-17|10|10|33|46|59|49
2024|5|18|21|7|3|-12|-23|10|11|34|39|65|45
2024|6|23|26|4|1|-13|-26|7|16|35|37|68|44
2024|7|13|25|-14|9|-8|-30|6|21|36|39|65|39
2024|8|20|22|3|5|-9|-32|-9|23|35|39|59|40
2024|9|31|23|5|4|-3|-37|-17|22|34|41|53|44
2024|10|31|24|-2|-5|-2|-42|-8|27|34|37|49|43
2024|11|22|18|-1|-10|-3|-40|15|27|32|37|45|40
2024|12|18|13|1|9|-3|-36|13|28|35|43|47|39
2024|13|26|20|-1|3|5|-35|2|24|38|47|53|41
2024|14|22|18|3|-2|28|-38|-3|24|33|39|52|40
2024|15|29|19|2|3|3|-37|18|29|39|46|51|38
2024|16|23|18|-2|16|2|-33|28|37|48|42|53|39
2024|17|27|5|-6|10|-2|-23|23|33|40|49|42|41
2024|18|20|-8|-11|21|-2|-13|23|29|37|57|49|39
2024|19|19|4|-13|3|-12|-16|25|30|39|60|49|35
2024|20|21|6|-11|-23|-6|3|21|30|37|55|40|37
2024|21|16|-6|-18|-30|2|13|6|29|42|57|47|37
2024|22|4|-1|-11|-27|-4|16|4|30|40|48|48|38
2024|23|15|14|-4|-15|-16|20|14|31|41|51|42|35
2024|24|34|10|1|-21|-20|16|19|28|42|64|40|36
2024|25|22|1|-2|-23|-30|13|15|27|52|61|40|35
2024|26|25|11|8|-34|-17|3|12|29|56|40|40|34
2024|27|31|14|-8|-42|-13|5|11|32|55|36|46|34
2024|28|27|19|-20|-45|-24|11|8|33|58|37|48|33
2024|29|29|10|-20|-23|-25|15|8|34|47|38|40|30
2024|30|28|10|-9|-13||17|9|32|48|38|39|31
2024|31|29||-10|-12||16||31||44|40|
2025|1|34|||||||||||
2025|2|27|||||||||||
2025|3|32|||||||||||
2025|4|29|||||||||||
2025|5|31|||||||||||
2025|6|28|||||||||||
2025|7|30|||||||||||
2025|8|30|||||||||||
2025|9|31|||||||||||
2025|10|28|||||||||||
2025|11||||||||||||
2025|12||||||||||||
2025|13||||||||||||
2025|14||||||||||||
2025|15||||||||||||
2025|16||||||||||||
2025|17||||||||||||
2025|18||||||||||||
2025|19||||||||||||
2025|20||||||||||||
2025|21||||||||||||
2025|22||||||||||||
2025|23||||||||||||
2025|24||||||||||||
2025|25||||||||||||
2025|26||||||||||||
2025|27||||||||||||
2025|28||||||||||||
2025|29||||||||||||
2025|30||||||||||||
2025|31||||||||||||
