1177	2023-05-11		244.70
1177	2023-05-12		256.10
1177	2023-05-13		287.70
1177	2023-05-14		362.70
1177	2023-05-15		360.10
1177	2023-05-16		265.00
1177	2023-05-17		247.60
1177	2023-05-18		284.50
1177	2023-05-19		349.20
1177	2023-05-20		401.70
1177	2023-05-21		259.80
1177	2023-05-22		379.70
1177	2023-05-23		408.20
1177	2023-05-24		280.80
1177	2023-05-25		232.40
1177	2023-05-26		204.60
1177	2023-05-27		202.10
1177	2023-05-28		193.80
1177	2023-05-29		250.80
1177	2023-05-30		323.40
1177	2023-05-31		190.00
1177	2023-06-01		145.10
1177	2023-06-02		296.50
1177	2023-06-03		245.60
1177	2023-06-04		333.00
1177	2023-06-05		377.50
1177	2023-06-06		363.90
1177	2023-06-07		407.10
1177	2023-06-08		363.40
1177	2023-06-09		209.10
1177	2023-06-10		245.90
1177	2023-06-11		335.90
1177	2023-06-12		380.30
1177	2023-06-13		416.80
1177	2023-06-14		183.40
1177	2023-06-15		176.60
1177	2023-06-16		88.90
1177	2023-06-17		266.10
1177	2023-06-18		195.30
1177	2023-06-19		320.20
1177	2023-06-20		259.10
1177	2023-06-21		155.70
1177	2023-06-22		302.10
1177	2023-06-23		229.70
1177	2023-06-24		390.90
1177	2023-06-25		376.40
1177	2023-06-26		342.50
1177	2023-06-27		149.90
1177	2023-06-28		309.90
1177	2023-06-29		362.40
1177	2023-06-30		273.30
1177	2023-07-01		376.20
1177	2023-07-02		275.50
1177	2023-07-03		339.20
1177	2023-07-04		391.60
1177	2023-07-05		197.00
1177	2023-07-06		310.60
1177	2023-07-07		212.00
1177	2023-07-08		297.80
1177	2023-07-09		73.39
1177	2023-07-10		234.70
1177	2023-07-11		282.70
1177	2023-07-12		362.70
1177	2023-07-13		78.70
1177	2023-07-14		267.50
1177	2023-07-15		147.90
1177	2023-07-16		171.30
1177	2023-07-17		305.80
1177	2023-07-18		283.20
1177	2023-07-19		306.10
1177	2023-07-20		222.10
1177	2023-07-21		245.50
1177	2023-07-22		205.00
1177	2023-07-23		272.10
1177	2023-07-24		354.50
1177	2023-07-25		240.50
1177	2023-07-26		334.10
1177	2023-07-27		326.40
1177	2023-07-28		301.50
1177	2023-07-29		289.60
1177	2023-07-30		306.40
1177	2023-07-31		161.00
1177	2023-08-01		179.10
1177	2023-08-02		194.10
1177	2023-08-03		225.40
1177	2023-08-04		151.70
1177	2023-08-05		247.90
1177	2023-08-06		302.20
1177	2023-08-07		262.40
1177	2023-08-08		227.20
1177	2023-08-09		66.45
1177	2023-08-10		64.38
1177	2023-08-11		82.50
1177	2023-08-12		115.40
1177	2023-08-13		98.50
1177	2023-08-14		104.20
1177	2023-08-15		74.01
1177	2023-08-16		153.50
1177	2023-08-17		170.20
1177	2023-08-18		46.30
1177	2023-08-19		134.40
1177	2023-08-20		102.80
1177	2023-08-21		257.30
1177	2023-08-22		133.90
1177	2023-08-23		90.80
1177	2023-08-24		123.40
1177	2023-08-25		163.50
1177	2023-08-26		110.70
1177	2023-08-27		67.29
1177	2023-08-28		111.80
1177	2023-08-29		118.20
1177	2023-08-30		77.15
1177	2023-08-31		100.70
1177	2023-09-01		144.80
1177	2023-09-02		91.80
1177	2023-09-03		118.00
1177	2023-09-04		92.90
1177	2023-09-05		123.30
1177	2023-09-06		68.68
1177	2023-09-07		59.15
1177	2023-09-08		83.60
1177	2023-09-09		90.30
1177	2023-09-10		46.12
1177	2023-09-11		105.20
1177	2023-09-12		42.16
1177	2023-09-13		32.84
1177	2023-09-14		106.00
1177	2023-09-15		95.50
1177	2023-09-16		26.38
1177	2023-09-17		55.07
1177	2023-09-18		35.94
1177	2023-09-19		42.21
1177	2023-09-20		103.60
1177	2023-09-21		81.30
1177	2023-09-22		22.93
1177	2023-09-23		32.91
1177	2023-09-24		41.89
1177	2023-09-25		79.99
1177	2023-09-26		95.80
1177	2023-09-27		105.80
1177	2023-09-28		85.40
1177	2023-09-29		75.78
1177	2023-09-30		83.30
1177	2023-10-01		91.90
1177	2023-10-02		19.46
1177	2023-10-03		45.64
1177	2023-10-04		53.08
1177	2023-10-05		54.58
1177	2023-10-06		66.60
1177	2023-10-07		51.40
1177	2023-10-08		60.50
1177	2023-10-09		66.75
1177	2023-10-10		31.63
1177	2023-10-11		28.20
1177	2023-10-12		50.28
1177	2023-10-13		32.77
1177	2023-10-14		31.70
1177	2023-10-15		24.38
1177	2023-10-16		28.24
1177	2023-10-17		34.70
1177	2023-10-18		28.61
1177	2023-10-19		33.91
1177	2023-10-20		23.24
1177	2023-10-21		15.92
1177	2023-10-22		35.43
1177	2023-10-23		32.43
1177	2023-10-24		17.07
1177	2023-10-25		15.99
1177	2023-10-26		22.28
1177	2023-10-27		10.17
1177	2023-10-28		12.46
1177	2023-10-29		12.31
1177	2023-10-30		13.28
1177	2023-10-31		8.86
1177	2023-11-01		10.51
1177	2023-11-02		7.40
1177	2023-11-03		6.76
1177	2023-11-04		9.13
1177	2023-11-05		6.81
1177	2023-11-06		5.20
1177	2023-11-07		3.45
1177	2023-11-08		3.31
1177	2023-11-09		3.41
1177	2023-11-10		2.61
1177	2023-11-11		3.35
1177	2023-11-12		2.58
1177	2023-11-13		4.01
1177	2023-11-14		2.89
1177	2023-11-15		2.45
1177	2023-11-16		1.79
1177	2023-11-17		1.17
1177	2023-11-18		1.19
1177	2023-11-19		2.37
1177	2023-11-20		1.42
1177	2023-11-21		1.60
1177	2023-11-22		1.19
1177	2023-11-23		1.00
1177	2023-11-24		0.54
1177	2023-11-25		0.84
1177	2023-11-26		0.95
1177	2023-11-27		0.37
1177	2023-11-28		0.23
1177	2023-11-29		0.39
1177	2023-11-30		0.18
1177	2023-12-01		0.23
1177	2023-12-02		0.34
1177	2023-12-03		0.24
1177	2023-12-04		0.18
1177	2023-12-05		0.09
1177	2023-12-06		0.10
1177	2023-12-07		0.12
1177	2023-12-08		0.13
1177	2023-12-09		0.09
1177	2023-12-10		0.05
1177	2023-12-11		0.07
1177	2023-12-12		0.09
1177	2023-12-13		0.07
1177	2023-12-14		0.11
1177	2023-12-15		0.03
1177	2023-12-16		0.08
1177	2023-12-17		0.11
1177	2023-12-18		0.07
1177	2023-12-19		0.04
1177	2023-12-20		0.06
1177	2023-12-21		0.04
1177	2023-12-22		0.02
1177	2023-12-23		0.04
1177	2023-12-24		0.06
1177	2023-12-25		0.04
1177	2023-12-26		0.05
1177	2023-12-27		0.03
1177	2023-12-28		0.11
1177	2023-12-29		0.09
1177	2023-12-30		0.11
1177	2023-12-31		0.06
